,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,537.3754351210009,518.2160756689846
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,1933.9036195466606,1918.15913047811
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,4726.959988397978,4718.04524009636
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,5502.808979745567,5495.791381656985
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5735.563677149844,5729.115224125173
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1856.3187204119013,1840.3845163220476
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,847.7150316600364,829.3145322932346
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,2709.7526108942484,2695.9052720387353
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,459.79053598624205,440.4414615129217
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,4726.959988397978,4718.04524009636
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,6201.073071958396,6195.762909061548
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,3408.016703107078,3395.8767994432974
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4726.959988397978,4718.04524009636
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,5968.31837455412,5962.439066593361
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,3175.2620057028016,3162.5529569751097
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,5580.393878880326,5573.565995813048
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,5192.469383206531,5184.692925032736
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1545.9791238728658,1529.286059697797
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,5968.31837455412,5962.439066593361
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1933.9036195466606,1918.15913047811
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1778.7338212771424,1762.6099021659852
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,925.2999307947948,907.0891464492965
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1623.5640230076247,1607.0606738538595
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,5968.31837455412,5962.439066593361
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1158.0546281990714,1140.4129889174847
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3408.016703107078,3395.8767994432974
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,2089.0734178161783,2073.7083587902353
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,1002.8848299295537,984.8637606053594
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,4028.6958961851496,4018.073712691798
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,3330.4318039723194,3318.1021852872345
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,925.2999307947948,907.0891464492965
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,5580.393878880326,5573.565995813048
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,6511.412668497432,6506.861365685798
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,9614.808633887787,9617.8459319283
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,3330.4318039723194,3318.1021852872345
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,3175.2620057028016,3162.5529569751097
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6201.073071958396,6195.762909061548
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,7209.676760710262,7206.832893090361
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,149.45093944720657,129.3430048886721
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1002.8848299295537,984.8637606053594
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,71.8660403124477,51.56839073260926
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,7907.940852923092,7906.804420494924
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,5580.393878880326,5573.565995813048
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,7520.0163572492975,7517.931349714611
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,15045.751573320904,15062.068922852675
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,3330.4318039723194,3318.1021852872345
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,5502.808979745567,5495.791381656985
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1856.3187204119013,1840.3845163220476
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,13338.88379235621,13351.027411419298
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,227.03583858196544,207.11761904473406
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,5813.148576284602,5806.889838281236
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,7209.676760710262,7206.832893090361
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,5502.808979745567,5495.791381656985
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,149.45093944720657,129.3430048886721
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,13338.88379235621,13351.027411419298
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,537.3754351210009,518.2160756689846
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,770.1301325252775,751.5399181371722
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,304.6207377167243,284.8922332007969
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,227.03583858196544,207.11761904473406
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,847.7150316600364,829.3145322932346
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5502.808979745567,5495.791381656985
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,304.6207377167243,284.8922332007969
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,9382.05393648351,9384.522089460112
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,4028.6958961851496,4018.073712691798
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,227.03583858196544,207.11761904473406
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6356.242870227915,6351.312137373674
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1623.5640230076247,1607.0606738538595
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,304.6207377167243,284.8922332007969
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,-160.88865709182846,-181.75545173557794
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,10933.751919178685,10940.014372581361
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,847.7150316600364,829.3145322932346
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9459.638835618269,9462.296703616174
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,71.8660403124477,51.56839073260926
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2709.7526108942484,2695.9052720387353
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,4726.959988397978,4718.04524009636
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,5502.808979745567,5495.791381656985
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,5580.393878880326,5573.565995813048
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,925.2999307947948,907.0891464492965
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,5502.808979745567,5495.791381656985
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,149.45093944720657,129.3430048886721
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,5735.563677149844,5729.115224125173
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,5735.563677149844,5729.115224125173
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,4804.544887532737,4795.819854252423
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,149.45093944720657,129.3430048886721
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3951.1109970503903,3940.2990985357355
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,5657.978778015085,5651.340609969111
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5502.808979745567,5495.791381656985
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,382.2056368514832,362.6668473568593
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5502.808979745567,5495.791381656985
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3408.016703107078,3395.8767994432974
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,382.2056368514832,362.6668473568593
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,5502.808979745567,5495.791381656985
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1933.9036195466606,1918.15913047811
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,5657.978778015085,5651.340609969111
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,3951.1109970503903,3940.2990985357355
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,149.45093944720657,129.3430048886721
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,13261.29889322145,13273.252797263238
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,9382.05393648351,9384.522089460112
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,7209.676760710262,7206.832893090361
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,3330.4318039723194,3318.1021852872345
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,71.8660403124477,51.56839073260926
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1933.9036195466606,1918.15913047811
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5657.978778015085,5651.340609969111
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,5580.393878880326,5573.565995813048
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,71.8660403124477,51.56839073260926
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,6976.922063305984,6973.509050622173
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,9459.638835618269,9462.296703616174
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,5657.978778015085,5651.340609969111
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,22726.656587662033,22761.755724302864
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,925.2999307947948,907.0891464492965
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1778.7338212771424,1762.6099021659852
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,9537.223734753028,9540.071317772235
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,537.3754351210009,518.2160756689846
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1701.1489221423835,1684.835288009922
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,1856.3187204119013,1840.3845163220476
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,5580.393878880326,5573.565995813048
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,3175.2620057028016,3162.5529569751097
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,382.2056368514832,362.6668473568593
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,5813.148576284602,5806.889838281236
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,770.1301325252775,751.5399181371722
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,5580.393878880326,5573.565995813048
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,71.8660403124477,51.56839073260926
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,11011.336818313444,11017.788986737425
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,6278.6579710931555,6273.537523217612
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,6666.5824667669485,6662.410593997922
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,227.03583858196544,207.11761904473406
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,13338.88379235621,13351.027411419298
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,-393.6433544961053,-415.0792942037656
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,925.2999307947948,907.0891464492965
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,-83.30375795706959,-103.98083757951508
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,149.45093944720657,129.3430048886721
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1235.6395273338303,1218.187603073547
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1158.0546281990714,1140.4129889174847
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,614.9603342557598,595.990689825047
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4726.959988397978,4718.04524009636
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1856.3187204119013,1840.3845163220476
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1933.9036195466606,1918.15913047811
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,5502.808979745567,5495.791381656985
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,227.03583858196544,207.11761904473406
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,7287.2616598450195,7284.607507246423
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,5657.978778015085,5651.340609969111
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2089.0734178161783,2073.7083587902353
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1080.4697290643126,1062.6383747614223
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1778.7338212771424,1762.6099021659852
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,692.5452333905187,673.7653039811094
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,4726.959988397978,4718.04524009636
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11088.921717448204,11095.563600893487
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,149.45093944720657,129.3430048886721
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,13416.468691490969,13428.802025575362
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2089.0734178161783,2073.7083587902353
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1002.8848299295537,984.8637606053594
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,382.2056368514832,362.6668473568593
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1080.4697290643126,1062.6383747614223
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,9459.638835618269,9462.296703616174
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,227.03583858196544,207.11761904473406
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,7364.846558979779,7362.382121402486
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,149.45093944720657,129.3430048886721
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,7985.52575205785,7984.579034650986
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,5657.978778015085,5651.340609969111
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,3175.2620057028016,3162.5529569751097
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5502.808979745567,5495.791381656985
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,925.2999307947948,907.0891464492965
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1778.7338212771424,1762.6099021659852
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1701.1489221423835,1684.835288009922
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,71.8660403124477,51.56839073260926
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,770.1301325252775,751.5399181371722
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,692.5452333905187,673.7653039811094
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,5580.393878880326,5573.565995813048
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8295.865348596886,8295.677491275237
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,7132.091861575503,7129.058278934299
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,71.8660403124477,51.56839073260926
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,925.2999307947948,907.0891464492965
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,13494.053590625725,13506.576639731424
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,537.3754351210009,518.2160756689846
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,847.7150316600364,829.3145322932346
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,14114.7327837038,14128.773552979925
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5968.31837455412,5962.439066593361
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,304.6207377167243,284.8922332007969
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3330.4318039723194,3318.1021852872345
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,9459.638835618269,9462.296703616174
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5502.808979745567,5495.791381656985
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5657.978778015085,5651.340609969111
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1080.4697290643126,1062.6383747614223
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,5502.808979745567,5495.791381656985
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10933.751919178685,10940.014372581361
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,3330.4318039723194,3318.1021852872345
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7209.676760710262,7206.832893090361
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,5968.31837455412,5962.439066593361
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,6356.242870227915,6351.312137373674
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,5580.393878880326,5573.565995813048
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,5968.31837455412,5962.439066593361
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9692.393533022543,9695.620546084361
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,2089.0734178161783,2073.7083587902353
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,-316.05845536134643,-337.30468004770273
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4726.959988397978,4718.04524009636
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,2089.0734178161783,2073.7083587902353
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,149.45093944720657,129.3430048886721
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,770.1301325252775,751.5399181371722
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5580.393878880326,5573.565995813048
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,13416.468691490969,13428.802025575362
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5735.563677149844,5729.115224125173
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,9925.148230426821,9928.944388552549
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,149.45093944720657,129.3430048886721
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1623.5640230076247,1607.0606738538595
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,71.8660403124477,51.56839073260926
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,7209.676760710262,7206.832893090361
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,-160.88865709182846,-181.75545173557794
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,925.2999307947948,907.0891464492965
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7364.846558979779,7362.382121402486
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,925.2999307947948,907.0891464492965
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,847.7150316600364,829.3145322932346
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5580.393878880326,5573.565995813048
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9382.05393648351,9384.522089460112
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2089.0734178161783,2073.7083587902353
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,537.3754351210009,518.2160756689846
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9459.638835618269,9462.296703616174
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7830.355953788333,7829.029806338862
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,227.03583858196544,207.11761904473406
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,-238.47355622658756,-259.5300658916408
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9459.638835618269,9462.296703616174
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,304.6207377167243,284.8922332007969
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,8140.695550327368,8140.128262963111
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5580.393878880326,5573.565995813048
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5502.808979745567,5495.791381656985
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,8761.374743405438,8762.32517621161
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4726.959988397978,4718.04524009636
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5580.393878880326,5573.565995813048
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,537.3754351210009,518.2160756689846
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3175.2620057028016,3162.5529569751097
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,614.9603342557598,595.990689825047
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4804.544887532737,4795.819854252423
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3951.1109970503903,3940.2990985357355
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,4726.959988397978,4718.04524009636
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,149.45093944720657,129.3430048886721
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,9459.638835618269,9462.296703616174
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,6356.242870227915,6351.312137373674
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,925.2999307947948,907.0891464492965
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,5580.393878880326,5573.565995813048
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3175.2620057028016,3162.5529569751097
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,10390.657625235373,10395.592073488924
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10235.487826965858,10240.0428451768
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,3330.4318039723194,3318.1021852872345
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1933.9036195466606,1918.15913047811
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,7209.676760710262,7206.832893090361
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,304.6207377167243,284.8922332007969
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,8140.695550327368,8140.128262963111
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3640.771400511355,3629.200641911485
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11244.091515717722,11251.112829205611
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,227.03583858196544,207.11761904473406
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1623.5640230076247,1607.0606738538595
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,8916.544541674957,8917.874404523736
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,3175.2620057028016,3162.5529569751097
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1778.7338212771424,1762.6099021659852
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3408.016703107078,3395.8767994432974
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7287.2616598450195,7284.607507246423
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5657.978778015085,5651.340609969111
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5502.808979745567,5495.791381656985
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3175.2620057028016,3162.5529569751097
