,carat,cut,color,clarity,depth,table,x,y,z,price_predicted_4,price_predicted
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5502.808979745567,7611.886215873396
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,925.2999307947948,5441.721887530839
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,9382.05393648351,9451.008528028106
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,3330.4318039723194,6581.977721066759
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,304.6207377167243,5147.462317586085
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,770.1301325252775,5368.15699504465
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,847.7150316600364,5404.939441287745
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5580.393878880326,7648.668662116491
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,5657.978778015085,7685.451108359584
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5580.393878880326,7648.668662116491
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3175.2620057028016,6508.412828580571
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2166.658316950936,6030.241027420346
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9382.05393648351,9451.008528028106
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,5580.393878880326,7648.668662116491
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1701.1489221423835,5809.546349961781
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,5502.808979745567,7611.886215873396
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3252.84690483756,6545.1952748236645
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1778.7338212771424,5846.328796204875
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,847.7150316600364,5404.939441287745
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,4028.6958961851496,6913.019737254606
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1856.3187204119013,5883.111242447969
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13416.468691490969,11363.695732669004
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14114.7327837038,11694.73774885685
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,6666.5824667669485,8163.622909519809
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,3175.2620057028016,6508.412828580571
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,6045.903273688879,7869.363339575057
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,2089.0734178161783,5993.458581177252
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,11244.091515717722,10333.787237862367
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,149.45093944720657,5073.897425099897
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1623.5640230076247,5772.763903718686
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,6045.903273688879,7869.363339575057
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,71.8660403124477,5037.114978856803
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1701.1489221423835,5809.546349961781
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4804.544887532737,7280.844199685549
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,71.8660403124477,5037.114978856803
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3175.2620057028016,6508.412828580571
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3640.771400511355,6729.107506039136
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6666.5824667669485,8163.622909519809
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,9149.299239079231,9340.661189298824
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7054.506962440743,8347.535140735281
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6045.903273688879,7869.363339575057
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5580.393878880326,7648.668662116491
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,-83.30375795706959,4963.550086370615
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15356.091169859941,12283.25688874636
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,847.7150316600364,5404.939441287745
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,770.1301325252775,5368.15699504465
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,6588.997567632189,8126.840463276714
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1856.3187204119013,5883.111242447969
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,847.7150316600364,5404.939441287745
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,2244.243216085695,6067.02347366344
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3175.2620057028016,6508.412828580571
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2011.488518681419,5956.676134934158
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,3330.4318039723194,6581.977721066759
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,71.8660403124477,5037.114978856803
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5657.978778015085,7685.451108359584
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1701.1489221423835,5809.546349961781
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2787.3375100290077,6324.5005973651
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,6045.903273688879,7869.363339575057
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1080.4697290643126,5515.286780017027
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,227.03583858196544,5110.679871342991
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,-83.30375795706959,4963.550086370615
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,10933.751919178685,10186.65745288999
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1701.1489221423835,5809.546349961781
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3252.84690483756,6545.1952748236645
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,847.7150316600364,5404.939441287745
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4726.959988397978,7244.061753442455
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2321.8281152204536,6103.805919906534
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6976.922063305984,8310.752694492186
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1701.1489221423835,5809.546349961781
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1623.5640230076247,5772.763903718686
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,5580.393878880326,7648.668662116491
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2632.16771175949,6250.935704878912
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3330.4318039723194,6581.977721066759
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,71.8660403124477,5037.114978856803
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,71.8660403124477,5037.114978856803
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,-5.7188588223111765,5000.332532613708
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,5502.808979745567,7611.886215873396
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,6821.752265036467,8237.187802005998
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,9847.563331292062,9671.703205486672
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,2089.0734178161783,5993.458581177252
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,925.2999307947948,5441.721887530839
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,9614.808633887787,9561.355866757389
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1778.7338212771424,5846.328796204875
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,847.7150316600364,5404.939441287745
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5502.808979745567,7611.886215873396
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,537.3754351210009,5257.809656315368
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,925.2999307947948,5441.721887530839
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4726.959988397978,7244.061753442455
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10080.31802869634,9782.050544215954
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,5735.563677149844,7722.233554602679
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,692.5452333905187,5331.374548801557
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,3485.601602241837,6655.542613552947
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9382.05393648351,9451.008528028106
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5580.393878880326,7648.668662116491
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11011.336818313444,10223.439899133084
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4726.959988397978,7244.061753442455
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,6201.073071958396,7942.928232061245
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3795.9411987808726,6802.672398525325
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,227.03583858196544,5110.679871342991
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,71.8660403124477,5037.114978856803
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5580.393878880326,7648.668662116491
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,227.03583858196544,5110.679871342991
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5890.733475419362,7795.798447088868
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4726.959988397978,7244.061753442455
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1933.9036195466606,5919.893688691063
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,9382.05393648351,9451.008528028106
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5580.393878880326,7648.668662116491
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11399.261313987237,10407.352130348556
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5580.393878880326,7648.668662116491
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,5735.563677149844,7722.233554602679
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,71.8660403124477,5037.114978856803
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,13494.053590625725,11400.478178912097
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1933.9036195466606,5919.893688691063
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,5580.393878880326,7648.668662116491
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,9459.638835618269,9487.7909742712
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2089.0734178161783,5993.458581177252
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1390.809325603348,5662.416564989404
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,4726.959988397978,7244.061753442455
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2166.658316950936,6030.241027420346
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,537.3754351210009,5257.809656315368
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4726.959988397978,7244.061753442455
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3951.1109970503903,6876.237291011513
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1623.5640230076247,5772.763903718686
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,6744.167365901708,8200.405355762903
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1933.9036195466606,5919.893688691063
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,-471.22825363086395,4779.637855155143
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,5192.469383206531,7464.7564309010195
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,692.5452333905187,5331.374548801557
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,227.03583858196544,5110.679871342991
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3252.84690483756,6545.1952748236645
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,5890.733475419362,7795.798447088868
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,6744.167365901708,8200.405355762903
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4726.959988397978,7244.061753442455
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,925.2999307947948,5441.721887530839
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,3252.84690483756,6545.1952748236645
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3485.601602241837,6655.542613552947
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3408.016703107078,6618.7601673098525
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,6744.167365901708,8200.405355762903
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9925.148230426821,9708.485651729767
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,71.8660403124477,5037.114978856803
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,2244.243216085695,6067.02347366344
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,227.03583858196544,5110.679871342991
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9459.638835618269,9487.7909742712
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3175.2620057028016,6508.412828580571
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4571.79019012846,7170.496860956266
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,3175.2620057028016,6508.412828580571
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,-316.05845536134643,4853.202747641331
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3175.2620057028016,6508.412828580571
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,6045.903273688879,7869.363339575057
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,770.1301325252775,5368.15699504465
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,9769.978432157302,9634.920759243578
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6899.337164171225,8273.970248249092
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,7132.091861575503,8384.317586978374
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-160.88865709182846,4926.76764012752
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,459.79053598624205,5221.027210072274
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3175.2620057028016,6508.412828580571
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4804.544887532737,7280.844199685549
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,304.6207377167243,5147.462317586085
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14347.487481108077,11805.085087586136
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,7054.506962440743,8347.535140735281
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,71.8660403124477,5037.114978856803
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1623.5640230076247,5772.763903718686
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,2011.488518681419,5956.676134934158
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,13338.88379235621,11326.91328642591
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,71.8660403124477,5037.114978856803
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10545.827423504892,10002.745221674519
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,-238.47355622658756,4889.985193884426
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1002.8848299295537,5478.5043337739335
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1623.5640230076247,5772.763903718686
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6201.073071958396,7942.928232061245
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,925.2999307947948,5441.721887530839
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5968.31837455412,7832.580893331962
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9304.46903734875,9414.226081785011
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,614.9603342557598,5294.592102558462
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,847.7150316600364,5404.939441287745
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4726.959988397978,7244.061753442455
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,459.79053598624205,5221.027210072274
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,9459.638835618269,9487.7909742712
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,6123.488172823639,7906.14578581815
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,692.5452333905187,5331.374548801557
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5968.31837455412,7832.580893331962
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1701.1489221423835,5809.546349961781
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,5502.808979745567,7611.886215873396
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,227.03583858196544,5110.679871342991
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5657.978778015085,7685.451108359584
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1002.8848299295537,5478.5043337739335
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,5657.978778015085,7685.451108359584
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,149.45093944720657,5073.897425099897
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4726.959988397978,7244.061753442455
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5890.733475419362,7795.798447088868
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4726.959988397978,7244.061753442455
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,304.6207377167243,5147.462317586085
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,847.7150316600364,5404.939441287745
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,8373.450247731646,8972.836726867881
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,3330.4318039723194,6581.977721066759
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,6123.488172823639,7906.14578581815
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,459.79053598624205,5221.027210072274
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13416.468691490969,11363.695732669004
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,12330.280103604346,10848.741485265686
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,9537.223734753028,9524.573420514294
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5580.393878880326,7648.668662116491
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2089.0734178161783,5993.458581177252
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,5192.469383206531,7464.7564309010195
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,382.2056368514832,5184.24476382918
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3951.1109970503903,6876.237291011513
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,71.8660403124477,5037.114978856803
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1933.9036195466606,5919.893688691063
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,3252.84690483756,6545.1952748236645
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5580.393878880326,7648.668662116491
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,5657.978778015085,7685.451108359584
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,13338.88379235621,11326.91328642591
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,304.6207377167243,5147.462317586085
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1158.0546281990714,5552.0692262601215
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,149.45093944720657,5073.897425099897
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,-238.47355622658756,4889.985193884426
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,10002.73312956158,9745.26809797286
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,227.03583858196544,5110.679871342991
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,149.45093944720657,5073.897425099897
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,3563.1865013765955,6692.325059796041
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,770.1301325252775,5368.15699504465
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,925.2999307947948,5441.721887530839
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1933.9036195466606,5919.893688691063
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2011.488518681419,5956.676134934158
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,459.79053598624205,5221.027210072274
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11864.770708795793,10628.04680780712
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3330.4318039723194,6581.977721066759
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,9537.223734753028,9524.573420514294
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,847.7150316600364,5404.939441287745
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,71.8660403124477,5037.114978856803
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,7054.506962440743,8347.535140735281
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,2089.0734178161783,5993.458581177252
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1933.9036195466606,5919.893688691063
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,9769.978432157302,9634.920759243578
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,8063.110651192609,8825.706941895505
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,614.9603342557598,5294.592102558462
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,614.9603342557598,5294.592102558462
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,5580.393878880326,7648.668662116491
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6976.922063305984,8310.752694492186
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,4726.959988397978,7244.061753442455
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,227.03583858196544,5110.679871342991
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2942.5073082985255,6398.065489851288
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,847.7150316600364,5404.939441287745
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,459.79053598624205,5221.027210072274
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,-316.05845536134643,4853.202747641331
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,16209.525060342286,12687.863797420396
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,13494.053590625725,11400.478178912097
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,6123.488172823639,7906.14578581815
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3252.84690483756,6545.1952748236645
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,5580.393878880326,7648.668662116491
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2476.9979134899722,6177.370812392723
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,71.8660403124477,5037.114978856803
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1468.394224738107,5699.199011232498
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1080.4697290643126,5515.286780017027
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3175.2620057028016,6508.412828580571
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,14580.242178512352,11915.432426315418
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,3175.2620057028016,6508.412828580571
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,11166.506616582963,10297.004791619273
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9382.05393648351,9451.008528028106
